,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage
3013,Vauxhall Corsa,4995,103359,2017,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,103359
3014,Ford Kuga,15000,39579,2020,1,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 6,0,39579
3015,Ford Fiesta,2995,89999,2011,3,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 5,0,89999
3016,Renault Clio,11890,49908,2021,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,49908
3017,Citroen C3,10381,33896,2018,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,33896
3018,MG MG ZS,18365,1,2023,3,Petrol,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,1
3019,Mercedes-Benz E Class,11050,66358,2014,5,Diesel,Coupe,2.1L,Automatic,2.0,4.0,Euro 5,0,66358
3020,SEAT Ateca,25995,222,2023,3,Petrol,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,222
3021,Mercedes-Benz A Class Diesel Hatchback,12495,62012,2016,1,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,62012
3022,Nissan Qashqai,12299,68273,2017,3,Diesel,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,68273
3023,Volkswagen Golf,12495,48690,2017,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,48690
3024,Nissan Qashqai,12795,68676,2018,2,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,68676
3025,Audi A7,10495,82000,2013,4,Diesel,Hatchback,3.0L,Automatic,5.0,5.0,Euro 5,1,82000
3026,Vauxhall Corsa,12699,40105,2021,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,40105
3027,Renault Clio,11890,49908,2021,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,49908
3028,Peugeot 208,7180,28491,2015,1,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,28491
3029,Peugeot 3008,7995,63845,2015,3,Diesel,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,63845
3030,BMW 1 Series,18798,13271,2020,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,13271
3031,Fiat 500,11495,20000,2022,3,Petrol,Hatchback,1.0L,Manual,3.0,4.0,Euro 6,0,20000
3032,Dacia Sandero Stepway,5490,49432,2014,3,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 5,1,49432
3033,Vauxhall Astra,6850,100569,2018,1,Diesel,Estate,1.6L,Manual,5.0,5.0,Euro 6,0,100569
3034,Renault Grand Scenic,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5.0,7.0,Euro 5,1,73000
3035,Toyota Yaris,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5.0,5.0,Euro 6,0,51179
3036,Volkswagen T-cross,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 6,1,14385
3037,BMW 4 Series,11495,120000,2016,3,Diesel,Coupe,2.0L,Automatic,2.0,4.0,Euro 6,0,120000
3038,BMW 3 Series,23220,36795,2020,1,Diesel Hybrid,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,36795
3039,Abarth 595,11699,42237,2018,3,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 6,0,42237
3040,Vauxhall Mokka,4600,121910,2013,1,Diesel,SUV,1.7L,Manual,5.0,5.0,Euro 5,0,121910
3041,Ford Ecosport Hatchback,11990,36046,2018,2,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 6,0,36046
3042,Hyundai Tucson,12500,45540,2018,1,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,45540
3043,Vauxhall Astra,5300,57379,2015,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,57379
3044,Ford Kuga,21798,12080,2020,3,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,12080
3045,Nissan Micra,10999,30845,2020,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,1,30845
3046,Audi A6,25000,34364,2019,1,Diesel,Estate,2.0L,Automatic,5.0,5.0,Euro 6,0,34364
3047,Toyota Aygo,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 4,0,110000
3048,Renault Clio,11890,49908,2021,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,49908
3049,Mercedes-Benz A Class,12995,38000,2013,1,Petrol,Hatchback,1.6L,Automatic,5.0,5.0,Euro 6,0,38000
3050,Renault Clio,9290,29264,2018,1,Petrol,Hatchback,0.9L,Manual,5.0,5.0,Euro 6,0,29264
3051,Volkswagen Passat,13150,65641,2019,1,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 6,0,65641
3052,Dacia Logan MCV,9995,36588,2019,3,Diesel,Estate,1.5L,Manual,5.0,5.0,Euro 6,0,36588
3053,Citroen C3 Aircross,14436,16983,2021,1,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,16983
3054,Renault Koleos,16995,38252,2018,2,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 6,1,38252
3055,Hyundai i10,7290,42040,2017,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 5,0,42040
3056,Peugeot 208 PURETECH ACTIVE PREMIUM S/S HATCHBACK,14150,21777,2022,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,21777
3057,Toyota Aygo,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 4,0,110000
3058,Renault Clio,11890,49908,2021,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,49908
3059,Volkswagen Polo,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,1,11500
3060,Audi A6,15799,84292,2018,2,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,84292
3061,Vauxhall Corsa,13999,13315,2020,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,1,13315
3062,Vauxhall Crossland X,12399,16497,2020,1,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,16497
3063,Renault Clio,14499,24424,2022,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,1,24424
3064,Nissan Juke,9799,33371,2017,2,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,33371
3065,Mercedes-Benz A-class,17000,44956,2019,1,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 6,0,44956
3066,MINI Hatch,4395,63500,2008,2,Petrol,Hatchback,1.6L,Automatic,3.0,4.0,Euro 4,0,63500
3067,Dacia Duster Estate,14899,10424,2022,1,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 6,0,10424
3068,MINI Hatch,16900,19385,2021,1,Petrol,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,19385
3069,Volkswagen T-cross,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 6,1,14385
3070,Nissan Qashqai,14990,45774,2020,3,Petrol,SUV,1.3L,Automatic,5.0,5.0,Euro 6,0,45774
3071,Mercedes-Benz E Class,5850,102000,2013,3,Diesel,Saloon,2.1L,Manual,4.0,5.0,Euro 5,1,102000
3072,Citroen C3 PICASSO,7995,32947,2017,3,Diesel,MPV,1.6L,Manual,5.0,5.0,Euro 6,0,32947
3073,Vauxhall Corsa,6995,48890,2015,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,48890
3074,Jaguar XE,16950,23982,2016,2,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,23982
3075,Renault Captur,9195,57005,2017,2,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,57005
3076,Vauxhall Corsa,10999,6669,2019,1,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,0,6669
3077,Volkswagen Golf Diesel Hatchback,6588,73500,2011,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,73500
3078,Nissan Qashqai,8490,73010,2014,2,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 5,0,73010
3079,Volkswagen Polo,13170,17422,2019,2,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,1,17422
3080,Volkswagen Beetle,10995,77250,2013,2,Petrol,Convertible,1.4L,Manual,2.0,4.0,Euro 5,1,77250
3081,Mercedes-Benz C Class,2495,135000,2007,3,Diesel,Estate,2.1L,Automatic,5.0,5.0,Euro 4,0,135000
3082,Volkswagen T-cross,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 6,1,14385
3083,Volkswagen Polo,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,1,11500
3084,Land Rover Discovery 4,15500,111643,2015,4,Diesel,SUV,3.0L,Automatic,5.0,7.0,Euro 5,0,111643
3085,Audi Q2 ESTATE,16995,39950,2017,1,Petrol,SUV,1.4L,Manual,5.0,5.0,Euro 6,0,39950
3086,Audi Q3,11490,100000,2015,3,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 6,0,100000
3087,Ford Fiesta,5495,67000,2014,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,67000
3088,Volkswagen Polo,7995,53727,2016,1,Petrol,Hatchback,1.0L,Manual,3.0,5.0,Euro 6,0,53727
3089,Fiat 500X,12995,20704,2019,2,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 6,0,20704
3090,Renault Megane,12299,36000,2019,2,Petrol,Estate,1.3L,Manual,5.0,5.0,Euro 6,1,36000
3091,Volkswagen Scirocco Diesel Coupe,11289,67202,2016,1,Diesel,Hatchback,2.0L,Manual,3.0,4.0,Euro 6,1,67202
3092,Nissan Juke,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,1,45462
3093,Jaguar XJ,8490,50679,2006,5,Diesel,Saloon,2.7L,Automatic,4.0,5.0,Euro 4,0,50679
3094,Hyundai Tucson,12999,26286,2018,1,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,26286
3095,Mercedes-Benz C Class,15500,84400,2014,5,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 6,1,84400
3096,Vauxhall Insignia Grand Sport,11795,41887,2017,2,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,41887
3097,Vauxhall Mokka X,10999,44728,2018,2,Petrol,SUV,1.4L,Manual,5.0,5.0,Euro 6,0,44728
3098,BMW 1 SERIES,16099,47964,2017,1,Petrol,Hatchback,1.5L,Automatic,5.0,5.0,Euro 6,0,47964
3099,Volkswagen Passat,13199,62000,2018,1,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,62000
3100,Volkswagen Sharan,4575,160291,2005,1,Diesel,MPV,1.9L,Manual,5.0,7.0,Euro 4,1,160291
3101,Citroen C3,10256,31595,2018,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,1,31595
3102,BMW 2 Series,17599,26607,2019,3,Petrol,Coupe,1.5L,Automatic,2.0,4.0,Euro 6,0,26607
3103,Toyota Yaris,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5.0,5.0,Euro 6,0,51179
3104,BMW 2 SERIES DIESEL GRAN TOURER,14447,60459,2016,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 6,0,60459
3105,Vauxhall Corsa,13999,8720,2021,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,8720
3106,Renault Clio,13499,28688,2022,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,1,28688
3107,Mercedes-Benz A Class,17899,55461,2019,2,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 6,0,55461
3108,Citroen Grand C4 Picasso,7790,80861,2016,2,Diesel,MPV,1.6L,Manual,5.0,7.0,Euro 6,0,80861
3109,Peugeot 208,16899,7794,2020,1,Petrol,Hatchback,1.2L,Automatic,5.0,5.0,Euro 6,0,7794
3110,Vauxhall Corsa,8799,39065,2019,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,39065
3111,BMW 1 Series,7500,128000,2012,3,Diesel,Hatchback,2.0L,Automatic,5.0,5.0,Euro 5,0,128000
3112,Renault Megane,4400,36063,2012,2,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,1,36063
3113,Renault Grand Scenic,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5.0,7.0,Euro 5,1,73000
3114,Toyota Aygo,10700,16420,2019,3,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 6,0,16420
3115,Citroen C3,10998,22506,2019,2,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,22506
3116,BMW 1 Series,9995,97000,2016,2,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 6,0,97000
3117,Citroen C3,4700,50000,2013,3,Diesel,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,50000
3118,Nissan Juke,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,1,45462
3119,Volkswagen Golf,8995,72400,2015,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,72400
3120,MINI Hatch,9299,58700,2013,2,Petrol,Hatchback,1.6L,Manual,3.0,4.0,Euro 5,0,58700
3121,SEAT Ibiza,17899,18746,2022,1,Petrol,Hatchback,1.0L,Automatic,5.0,5.0,Euro 6,0,18746
3122,Volkswagen Polo,10498,34133,2016,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,34133
3123,Toyota Aygo,10700,16420,2019,3,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 6,0,16420
3124,Vauxhall Crossland X Hatchback,10999,26000,2019,1,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,0,26000
3125,Ford Focus Diesel Hatchback,15999,21000,2020,1,Diesel,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,0,21000
3126,Mercedes-Benz GLE Class,33900,92000,2019,1,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 6,0,92000
3127,Mazda MAZDA6 TOURER,23910,23178,2020,1,Petrol,Estate,2.5L,Automatic,5.0,5.0,Euro 6,0,23178
3128,Peugeot 108,8695,25846,2018,1,Petrol,Hatchback,1.2L,Manual,5.0,4.0,Euro 6,0,25846
3129,Vauxhall Crossland X,13499,19632,2020,1,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,1,19632
3130,Hyundai i20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,105472
3131,Toyota Aygo,10700,16420,2019,3,Petrol,Hatchback,1.0L,Manual,5.0,4.0,Euro 6,0,16420
3132,MINI Hatch Cooper,6995,57237,2014,2,Diesel,Hatchback,1.5L,Manual,3.0,4.0,Euro 6,0,57237
3133,MG MG ZS,18515,1,2023,3,Petrol,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,1
3134,Ford Fiesta,10883,26451,2017,3,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,0,26451
3135,KIA Sportage Estate,15862,29246,2019,2,Petrol,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,29246
3136,BMW 5 Series,12999,85000,2014,2,Diesel,Saloon,2.0L,Automatic,4.0,5.0,Euro 6,0,85000
3137,Volvo V60,9990,70325,2016,3,Diesel,Estate,2.0L,Manual,5.0,5.0,Euro 6,1,70325
3138,BMW X3 Series,28240,45155,2019,1,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 6,0,45155
3139,Ford Fiesta,7695,44500,2016,3,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 6,1,44500
3140,Audi Q5,9990,96000,2012,2,Diesel,SUV,2.0L,Automatic,5.0,5.0,Euro 5,0,96000
3141,Vauxhall Corsa,13995,6461,2020,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,6461
3142,Toyota Yaris,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5.0,5.0,Euro 6,0,51179
3143,BMW 2 Series,17599,26607,2019,3,Petrol,Coupe,1.5L,Automatic,2.0,4.0,Euro 6,0,26607
3144,Land Rover Range Rover Sport,25995,36363,2015,3,Diesel,SUV,3.0L,Automatic,5.0,5.0,Euro 5,0,36363
3145,Citroen C3 AIRCROSS,9500,49047,2018,2,Diesel,SUV,1.6L,Manual,5.0,5.0,Euro 6,0,49047
3146,Ford Fiesta,10699,41485,2020,1,Petrol,Hatchback,1.0L,Manual,5.0,5.0,Euro 6,1,41485
3147,Volkswagen Caddy Maxi Life,8995,119842,2014,3,Diesel,MPV,1.6L,Automatic,5.0,7.0,Euro 5,0,119842
3148,Jeep Renegade,10300,61000,2015,2,Petrol,SUV,1.4L,Manual,5.0,5.0,Euro 6,0,61000
3149,KIA Xceed Hatchback,18499,4000,2021,1,Petrol,SUV,1.0L,Manual,5.0,5.0,Euro 6,0,4000
3150,Vauxhall Crossland X,13599,17782,2020,1,Petrol,SUV,1.2L,Manual,5.0,5.0,Euro 6,1,17782
3151,Vauxhall Astra,10600,30407,2019,1,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,30407
3152,Nissan Qashqai,14999,30287,2019,1,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 6,0,30287
3153,Peugeot 508,17999,58256,2021,2,Petrol,Estate,1.6L,Automatic,5.0,5.0,Euro 6,0,58256
3154,BMW 2 Series,17599,26607,2019,3,Petrol,Coupe,1.5L,Automatic,2.0,4.0,Euro 6,0,26607
3155,MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,33156
3156,Renault Clio,500,138061,2007,5,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,138061
3157,Ford Focus,750,124512,2007,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,124512
3158,BMW 3 Series,2999,118000,2008,3,Diesel,Convertible,3.0L,Automatic,2.0,4.0,Euro 4,0,118000
3159,SEAT Ibiza,400,120842,2010,4,Diesel,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,120842
3160,Ford Fiesta,499,111875,2007,4,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 4,0,111875
3161,Peugeot 307 CC,700,114053,2006,1,Petrol,Convertible,1.6L,Manual,2.0,4.0,Euro 4,0,114053
3162,Mazda MX-5,799,131848,2004,4,Petrol,Convertible,1.8L,Manual,2.0,2.0,Euro 3,0,131848
3163,Fiat Stilo,640,71000,2004,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,71000
3164,Ford KA,700,70321,2008,6,Petrol,Hatchback,1.3L,Manual,3.0,5.0,Euro 4,0,70321
3165,Vauxhall Corsa,850,92000,2009,3,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,92000
3166,Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 5,0,118000
3167,MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5.0,5.0,Euro 6,1,33156
3168,MINI Convertible,1000,93552,2004,4,Petrol,Convertible,1.6L,Manual,2.0,4.0,Euro 4,0,93552
3169,Audi A4,950,127000,2009,5,Petrol,Saloon,1.8L,Manual,4.0,5.0,Euro 4,0,127000
3170,Renault Clio,800,103200,2008,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 4,0,103200
3171,Peugeot 206,950,62694,2005,4,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 3,0,62694
3172,Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,81000
3173,Renault Twingo,1695,66700,2008,3,Petrol,Hatchback,1.2L,Manual,3.0,4.0,Euro 4,0,66700
3174,Peugeot 207,1500,48000,2008,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 4,0,48000
3175,Vauxhall Corsa,1000,99513,2008,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,99513
3176,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5.0,7.0,Euro 5,0,98000
3177,Hyundai Coupe,1495,64000,2005,3,Petrol,Coupe,1.6L,Manual,3.0,4.0,Euro 3,0,64000
3178,Honda Civic,699,159630,2004,1,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 3,0,159630
3179,Peugeot 208,2990,91000,2014,2,Diesel,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,91000
3180,Audi A6 Allroad,595,174009,2003,1,Diesel,Estate,2.5L,Automatic,5.0,5.0,Euro 4,0,174009
3181,Peugeot 207,945,89500,2011,5,Petrol,Hatchback,1.6L,Manual,3.0,5.0,Euro 5,0,89500
3182,Vauxhall Zafira,1500,77175,2006,3,Petrol,MPV,1.8L,Manual,5.0,7.0,Euro 4,0,77175
3183,SKODA Octavia,799,117072,2005,4,Diesel,Hatchback,1.9L,Manual,5.0,5.0,Euro 4,0,117072
3184,Vauxhall Tigra,800,99464,2008,5,Petrol,Convertible,1.4L,Manual,2.0,2.0,Euro 4,0,99464
3185,SEAT Toledo,700,168870,2001,1,Diesel,Saloon,1.9L,Manual,4.0,5.0,Euro 2,0,168870
3186,BMW X5,4495,115000,2007,3,Diesel,SUV,3.0L,Automatic,5.0,5.0,Euro 4,0,115000
3187,Vauxhall Corsa,2789,135000,2015,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,135000
3188,Volkswagen Jetta,6698,61637,2013,3,Diesel,Saloon,2.0L,Manual,4.0,5.0,Euro 5,0,61637
3189,Vauxhall Corsa,1000,78648,2005,1,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,78648
3190,Volkswagen Polo,2999,121639,2010,3,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,121639
3191,Fiat Punto EVO,1989,75000,2010,4,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 5,0,75000
3192,Vauxhall Astra,450,115000,2005,3,Diesel,Hatchback,1.7L,Manual,5.0,5.0,Euro 4,0,115000
3193,Vauxhall Astra,875,175000,2010,5,Diesel,Hatchback,1.7L,Manual,5.0,5.0,Euro 5,0,175000
3194,Vauxhall Astra,1990,64000,2010,5,Petrol,Hatchback,1.6L,Manual,5.0,5.0,Euro 5,0,64000
3195,Ford Streetka,990,91000,2003,8,Petrol,Convertible,1.6L,Manual,2.0,2.0,Euro 4,0,91000
3196,MINI Hatch,2490,111000,2010,6,Diesel,Hatchback,1.6L,Manual,3.0,4.0,Euro 5,0,111000
3197,Vauxhall Corsa,1548,86786,2009,3,Diesel,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,86786
3198,Mazda Mazda3,999,129000,2005,3,Petrol,Hatchback,2.0L,Manual,5.0,5.0,Euro 4,0,129000
3199,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5.0,7.0,Euro 5,0,98000
3200,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,55301
3201,Nissan Qashqai+2,1895,129100,2013,6,Diesel,SUV,1.5L,Manual,5.0,7.0,Euro 5,0,129100
3202,Audi A3,850,142900,2008,3,Diesel,Hatchback,1.9L,Manual,5.0,5.0,Euro 4,0,142900
3203,KIA RIO,2990,26000,2010,1,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,26000
3204,Ford Fiesta,1295,116000,2007,3,Petrol,Hatchback,1.3L,Manual,5.0,5.0,Euro 4,0,116000
3205,Vauxhall Insignia,1495,168100,2013,4,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,0,168100
3206,Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 5,0,118000
3207,Citroen C3 Picasso,1995,106583,2010,3,Diesel,MPV,1.6L,Manual,5.0,5.0,Euro 5,0,106583
3208,Vauxhall Adam,1295,70984,2013,8,Petrol,Hatchback,1.4L,Manual,3.0,4.0,Euro 5,0,70984
3209,Vauxhall Astra,2499,100000,2015,4,Diesel,Hatchback,1.6L,Manual,5.0,5.0,Euro 6,0,100000
3210,Peugeot 208,2199,100000,2014,4,Petrol,Hatchback,1.2L,Manual,3.0,5.0,Euro 5,0,100000
3211,Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,81000
3212,Vauxhall Zafira Tourer,13399,42847,2017,3,Diesel,MPV,2.0L,Manual,5.0,7.0,Euro 6,0,42847
3213,Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,11589
3214,Ford Fiesta,1490,104000,2005,5,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 4,0,104000
3215,Mercedes-Benz E Class,2994,135000,2011,3,Diesel,Saloon,2.1L,Automatic,4.0,5.0,Euro 5,0,135000
3216,Vauxhall Astra,1370,115826,2010,1,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,115826
3217,SEAT Ibiza,2450,98000,2012,2,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 5,0,98000
3218,Vauxhall Astra,3480,101000,2016,1,Petrol,Hatchback,1.4L,Manual,5.0,5.0,Euro 6,1,101000
3219,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5.0,7.0,Euro 5,0,98000
3220,Vauxhall Astra,1995,107000,2012,3,Diesel,Hatchback,2.0L,Manual,5.0,5.0,Euro 5,0,107000
3221,Jeep Patriot,1000,112654,2008,4,Diesel,SUV,2.0L,Manual,5.0,5.0,Euro 4,0,112654
3222,Vauxhall Corsa,3350,88000,2015,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,88000
3223,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5.0,7.0,Euro 5,0,98000
3224,Vauxhall Corsa,10998,39993,2020,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,39993
3225,Volvo V50,1985,172000,2009,3,Diesel,Estate,2.4L,Automatic,5.0,5.0,Euro 4,0,172000
3226,Citroen DS4,3495,127000,2012,3,Diesel,Hatchback,1.6L,Automatic,5.0,5.0,Euro 5,0,127000
3227,Citroen Berlingo,1495,92700,2004,3,Diesel,MPV,2.0L,Manual,5.0,5.0,Euro 3,0,92700
3228,Mitsubishi Outlander,1489,145000,2007,3,Diesel,SUV,2.0L,Manual,5.0,7.0,Euro 4,0,145000
3229,Ford Ecosport,3850,98000,2014,3,Diesel,SUV,1.5L,Manual,5.0,5.0,Euro 5,0,98000
3230,Ford Mondeo,899,149154,2007,4,Petrol,Hatchback,2.0L,Manual,5.0,5.0,Euro 4,0,149154
3231,Renault Clio,1295,123000,2009,3,Petrol,Hatchback,1.2L,Manual,5.0,5.0,Euro 4,0,123000
3232,Honda Jazz,1990,93000,2002,5,Petrol,Hatchback,1.4L,Automatic,5.0,5.0,Euro 3,0,93000
3233,Vauxhall Corsa,2789,135000,2015,3,Petrol,Hatchback,1.4L,Manual,3.0,5.0,Euro 6,0,135000
3234,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5.0,7.0,Euro 5,0,98000
3235,Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2L,Manual,5.0,5.0,Euro 6,0,11589
